Module,File,Class,Method,Line,Args,Async,Decorators
ciris_engine,ciris_engine/logic/adapters/cli/cli_wa_service.py,CLIWiseAuthorityService,start,26,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_wa_service.py,CLIWiseAuthorityService,stop,30,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_wa_service.py,CLIWiseAuthorityService,fetch_guidance,34,self|context,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_wa_service.py,CLIWiseAuthorityService,send_deferral,51,self|context,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_tools.py,CLIToolService,__init__,27,self|time_service,False,
ciris_engine,ciris_engine/logic/adapters/cli/cli_tools.py,CLIToolService,start,39,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_tools.py,CLIToolService,stop,43,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_tools.py,CLIToolService,execute_tool,47,self|tool_name|parameters,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_tools.py,CLIToolService,_list_files,102,self|params,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_tools.py,CLIToolService,_read_file,115,self|params,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_tools.py,CLIToolService,_write_file,133,self|params,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_tools.py,CLIToolService,_write_file_sync,150,self|path|content,False,
ciris_engine,ciris_engine/logic/adapters/cli/cli_tools.py,CLIToolService,_shell_command,154,self|params,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_tools.py,CLIToolService,_search_text,181,self|params,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_tools.py,CLIToolService,_read_lines_sync,203,self|path,False,
ciris_engine,ciris_engine/logic/adapters/cli/cli_tools.py,CLIToolService,get_available_tools,207,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_tools.py,CLIToolService,get_tool_result,210,self|correlation_id|timeout,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_tools.py,CLIToolService,validate_parameters,217,self|tool_name|parameters,True,
ciris_engine,ciris_engine/logic/adapters/cli/adapter.py,CliPlatform,__init__,17,self|runtime,False,
ciris_engine,ciris_engine/logic/adapters/cli/adapter.py,CliPlatform,_handle_incoming_message,77,self|msg,True,
ciris_engine,ciris_engine/logic/adapters/cli/adapter.py,CliPlatform,get_services_to_register,95,self,False,
ciris_engine,ciris_engine/logic/adapters/cli/adapter.py,CliPlatform,start,123,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/adapter.py,CliPlatform,run_lifecycle,131,self|agent_run_task,True,
ciris_engine,ciris_engine/logic/adapters/cli/adapter.py,CliPlatform,stop,172,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,__init__,34,self|runtime|interactive|on_message|bus_manager|config,False,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,_get_time_service,71,self,False,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,_emit_telemetry,85,self|metric_name|tags,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,send_message,115,self|channel_id|content,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,fetch_messages,173,self|channel_id|limit,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,execute_tool,186,self|tool_name|parameters,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,get_available_tools,265,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,get_tool_result,269,self|correlation_id|timeout,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,validate_parameters,273,self|tool_name|parameters,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,_get_user_input,296,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,_handle_interactive_input,310,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,_show_help,356,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,_tool_list_files,372,self|params,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,_tool_read_file,388,self|params,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,_tool_system_info,404,self|params,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,start,416,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,stop,438,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,is_healthy,472,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,get_status,476,self,False,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,list_tools,493,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,get_tool_schema,497,self|tool_name,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,get_tool_info,527,self|tool_name,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,get_all_tool_info,551,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,get_capabilities,560,self,True,
ciris_engine,ciris_engine/logic/adapters/cli/cli_adapter.py,CLIAdapter,get_home_channel_id,571,self,False,
ciris_engine,ciris_engine/logic/adapters/cli/config.py,CLIAdapterConfig,get_home_channel_id,28,self,False,
ciris_engine,ciris_engine/logic/adapters/cli/config.py,CLIAdapterConfig,load_env_vars,41,self,False,
ciris_engine,ciris_engine/logic/adapters/cli/config.py,CLIAdapterConfig,load_env_vars_with_instance,61,self|instance_id,False,
ciris_engine,ciris_engine/logic/adapters/api/api_wa.py,APIWARoutes,__init__,9,self|bus_manager,False,
ciris_engine,ciris_engine/logic/adapters/api/api_wa.py,APIWARoutes,register,12,self|app,False,
ciris_engine,ciris_engine/logic/adapters/api/api_wa.py,APIWARoutes,_handle_guidance,19,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_wa.py,APIWARoutes,_handle_defer,31,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_wa.py,APIWARoutes,_handle_wa_deferrals,42,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_wa.py,APIWARoutes,_handle_wa_deferral_detail,50,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_wa.py,APIWARoutes,_handle_wa_feedback,59,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_telemetry.py,APITelemetryRoutes,__init__,15,self|service_registry|bus_manager|runtime,False,
ciris_engine,ciris_engine/logic/adapters/api/api_telemetry.py,APITelemetryRoutes,register,29,self|app,False,
ciris_engine,ciris_engine/logic/adapters/api/api_telemetry.py,APITelemetryRoutes,_handle_telemetry_overview,49,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_telemetry.py,APITelemetryRoutes,_handle_metrics,110,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_telemetry.py,APITelemetryRoutes,_handle_metric_details,161,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_telemetry.py,APITelemetryRoutes,_handle_record_metric,215,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_telemetry.py,APITelemetryRoutes,_handle_resource_usage,278,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_telemetry.py,APITelemetryRoutes,_handle_resource_history,339,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_telemetry.py,APITelemetryRoutes,_handle_service_health,409,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_telemetry.py,APITelemetryRoutes,_handle_service_type_health,483,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_telemetry.py,APITelemetryRoutes,_handle_audit_trail,548,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_telemetry.py,APITelemetryRoutes,_handle_audit_stats,582,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_system.py,APISystemRoutes,__init__,9,self|telemetry_collector,False,
ciris_engine,ciris_engine/logic/adapters/api/api_system.py,APISystemRoutes,register,12,self|app,False,
ciris_engine,ciris_engine/logic/adapters/api/api_system.py,APISystemRoutes,_handle_telemetry_snapshot,31,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_system.py,APISystemRoutes,_handle_adapters,40,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_system.py,APISystemRoutes,_handle_services,49,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_system.py,APISystemRoutes,_handle_processor_state,58,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_system.py,APISystemRoutes,_handle_configuration,67,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_system.py,APISystemRoutes,_handle_health,76,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_system.py,APISystemRoutes,_handle_single_step,85,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_system.py,APISystemRoutes,_handle_pause_processing,94,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_system.py,APISystemRoutes,_handle_resume_processing,103,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_system.py,APISystemRoutes,_handle_processing_queue,112,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_system.py,APISystemRoutes,_handle_record_metric,121,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_system.py,APISystemRoutes,_handle_metrics_history,138,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,__init__,13,self|runtime_control_service,False,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,register,16,self|app,False,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_single_step,55,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_pause_processing,67,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_resume_processing,79,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_shutdown_runtime,91,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_get_queue_status,111,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_load_adapter,120,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_unload_adapter,143,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_list_adapters,158,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_get_adapter_info,167,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_get_config,184,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_update_config,199,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_validate_config,222,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_reload_config,242,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_backup_config,254,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_restore_config,271,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_list_config_backups,286,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_get_runtime_status,296,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_get_runtime_snapshot,305,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_list_services,315,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_get_service_health,327,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_get_service_selection_explanation,336,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_reset_circuit_breakers,345,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_runtime_control.py,APIRuntimeControlRoutes,_handle_update_service_priority,355,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_tools.py,APIToolsRoutes,__init__,9,self|bus_manager,False,
ciris_engine,ciris_engine/logic/adapters/api/api_tools.py,APIToolsRoutes,register,12,self|app,False,
ciris_engine,ciris_engine/logic/adapters/api/api_tools.py,APIToolsRoutes,_handle_list_tools,17,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_tools.py,APIToolsRoutes,_handle_tool,29,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_tools.py,APIToolsRoutes,_handle_validate_tool,42,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_logs.py,APILogsRoutes,__init__,11,self|bus_manager,False,
ciris_engine,ciris_engine/logic/adapters/api/api_logs.py,APILogsRoutes,register,14,self|app,False,
ciris_engine,ciris_engine/logic/adapters/api/api_logs.py,APILogsRoutes,_handle_logs,17,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_visibility.py,APIVisibilityRoutes,__init__,22,self|bus_manager|telemetry_collector|runtime,False,
ciris_engine,ciris_engine/logic/adapters/api/api_visibility.py,APIVisibilityRoutes,register,29,self|app,False,
ciris_engine,ciris_engine/logic/adapters/api/api_visibility.py,APIVisibilityRoutes,_get_time_service,44,self,False,
ciris_engine,ciris_engine/logic/adapters/api/api_visibility.py,APIVisibilityRoutes,_get_current_time_iso,56,self,False,
ciris_engine,ciris_engine/logic/adapters/api/api_visibility.py,APIVisibilityRoutes,_handle_current_thoughts,63,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_visibility.py,APIVisibilityRoutes,_handle_active_tasks,96,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_visibility.py,APIVisibilityRoutes,_handle_system_snapshot,127,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_visibility.py,APIVisibilityRoutes,_handle_recent_decisions,144,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_visibility.py,APIVisibilityRoutes,_handle_correlations,181,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_visibility.py,APIVisibilityRoutes,_handle_task_details,227,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_visibility.py,APIVisibilityRoutes,_handle_thought_details,274,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,__init__,33,self|host|port|bus_manager|service_registry|runtime_control|runtime|on_message,False,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,_get_time_service,82,self,False,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,_emit_telemetry,91,self|metric_name|tags,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,_setup_routes,121,self,False,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,send_message,172,self|channel_id|content,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,fetch_messages,224,self|channel_id|limit,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,_handle_send_message,251,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,_handle_fetch_messages,293,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,_handle_health_check,319,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,_handle_list_services,360,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,_handle_runtime_status,412,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,_handle_runtime_control,427,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,_handle_metrics,453,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,_handle_telemetry_report,460,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,start,467,self,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,stop,491,self,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,is_healthy,517,self,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,get_capabilities,521,self,True,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,get_status,530,self,False,
ciris_engine,ciris_engine/logic/adapters/api/api_adapter.py,APIAdapter,get_config,546,self,False,
ciris_engine,ciris_engine/logic/adapters/api/api_comms.py,APICommsRoutes,__init__,12,self|api_observer|api_adapter|time_service|service_registry,False,
ciris_engine,ciris_engine/logic/adapters/api/api_comms.py,APICommsRoutes,_get_time_service,18,self,False,
ciris_engine,ciris_engine/logic/adapters/api/api_comms.py,APICommsRoutes,register,32,self|app,False,
ciris_engine,ciris_engine/logic/adapters/api/api_comms.py,APICommsRoutes,_handle_message,37,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_comms.py,APICommsRoutes,_handle_get_messages,54,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_comms.py,APICommsRoutes,_handle_status,138,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/adapter.py,ApiPlatform,__init__,15,self|runtime,False,
ciris_engine,ciris_engine/logic/adapters/api/adapter.py,ApiPlatform,_handle_api_message_event,60,self|msg,True,
ciris_engine,ciris_engine/logic/adapters/api/adapter.py,ApiPlatform,get_channel_info,71,self,False,
ciris_engine,ciris_engine/logic/adapters/api/adapter.py,ApiPlatform,_ensure_stop_event,78,self,False,
ciris_engine,ciris_engine/logic/adapters/api/adapter.py,ApiPlatform,get_services_to_register,86,self,False,
ciris_engine,ciris_engine/logic/adapters/api/adapter.py,ApiPlatform,start,112,self,True,
ciris_engine,ciris_engine/logic/adapters/api/adapter.py,ApiPlatform,run_lifecycle,170,self|agent_run_task,True,
ciris_engine,ciris_engine/logic/adapters/api/adapter.py,ApiPlatform,stop,190,self,True,
ciris_engine,ciris_engine/logic/adapters/api/adapter.py,ApiPlatform,send_message,200,self|channel_id|content|reference_message_id,True,
ciris_engine,ciris_engine/logic/adapters/api/adapter.py,ApiPlatform,fetch_messages,207,self|channel_id|limit,True,
ciris_engine,ciris_engine/logic/adapters/api/api_observer.py,APIObserver,__init__,15,self|on_observe|memory_service|agent_id|bus_manager|api_adapter|secrets_service|time_service,False,
ciris_engine,ciris_engine/logic/adapters/api/api_observer.py,APIObserver,start,37,self,True,
ciris_engine,ciris_engine/logic/adapters/api/api_observer.py,APIObserver,stop,40,self,True,
ciris_engine,ciris_engine/logic/adapters/api/api_observer.py,APIObserver,handle_incoming_message,43,self|msg,True,
ciris_engine,ciris_engine/logic/adapters/api/api_observer.py,APIObserver,_handle_passive_observation,64,self|msg,True,
ciris_engine,ciris_engine/logic/adapters/api/api_observer.py,APIObserver,_is_agent_message,84,self|msg,False,
ciris_engine,ciris_engine/logic/adapters/api/api_agent.py,APIAgentRoutes,__init__,17,self|bus_manager|on_message_callback|service_registry,False,
ciris_engine,ciris_engine/logic/adapters/api/api_agent.py,APIAgentRoutes,_get_time_service,24,self,False,
ciris_engine,ciris_engine/logic/adapters/api/api_agent.py,APIAgentRoutes,register,33,self|app,False,
ciris_engine,ciris_engine/logic/adapters/api/api_agent.py,APIAgentRoutes,_handle_send_message,46,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_agent.py,APIAgentRoutes,_handle_get_messages,99,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_agent.py,APIAgentRoutes,_handle_list_channels,145,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_agent.py,APIAgentRoutes,_handle_channel_info,167,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_agent.py,APIAgentRoutes,_handle_agent_status,199,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_auth.py,APIAuthRoutes,__init__,14,self|runtime,False,
ciris_engine,ciris_engine/logic/adapters/api/api_auth.py,APIAuthRoutes,_ensure_services,19,self,True,
ciris_engine,ciris_engine/logic/adapters/api/api_auth.py,APIAuthRoutes,register,29,self|app,False,
ciris_engine,ciris_engine/logic/adapters/api/api_auth.py,APIAuthRoutes,_handle_oauth_start,44,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_auth.py,APIAuthRoutes,_handle_oauth_callback,111,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_auth.py,APIAuthRoutes,_handle_login,181,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_auth.py,APIAuthRoutes,_handle_verify_token,229,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_auth.py,APIAuthRoutes,_handle_link_discord,271,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_auth.py,APIAuthRoutes,_handle_create_agent,333,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_auth.py,APIAuthRoutes,_handle_initialize_agent,503,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/config.py,APIAdapterConfig,get_home_channel_id,29,self|host|port,False,
ciris_engine,ciris_engine/logic/adapters/api/config.py,APIAdapterConfig,load_env_vars,35,self,False,
ciris_engine,ciris_engine/logic/adapters/api/config.py,APIAdapterConfig,load_env_vars_with_instance,51,self|instance_id,False,
ciris_engine,ciris_engine/logic/adapters/api/api_memory.py,APIMemoryRoutes,__init__,15,self|bus_manager,False,
ciris_engine,ciris_engine/logic/adapters/api/api_memory.py,APIMemoryRoutes,register,18,self|app,False,
ciris_engine,ciris_engine/logic/adapters/api/api_memory.py,APIMemoryRoutes,_handle_memory_scopes,36,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_memory.py,APIMemoryRoutes,_handle_relationships,50,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_memory.py,APIMemoryRoutes,_handle_graph_nodes,85,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_memory.py,APIMemoryRoutes,_handle_graph_search,128,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_memory.py,APIMemoryRoutes,_handle_scope_nodes,175,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_memory.py,APIMemoryRoutes,_handle_node_details,211,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_memory.py,APIMemoryRoutes,_handle_memory_timeseries,255,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_memory.py,APIMemoryRoutes,_handle_memory_timeline,271,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_memory.py,APIMemoryRoutes,_handle_agent_identity,307,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_audit.py,APIAuditRoutes,__init__,10,self|audit_service,False,
ciris_engine,ciris_engine/logic/adapters/api/api_audit.py,APIAuditRoutes,register,13,self|app,False,
ciris_engine,ciris_engine/logic/adapters/api/api_audit.py,APIAuditRoutes,_handle_audit,18,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_audit.py,APIAuditRoutes,_handle_audit_query,32,self|request,True,
ciris_engine,ciris_engine/logic/adapters/api/api_audit.py,APIAuditRoutes,_handle_audit_log,83,self|request,True,
ciris_engine,ciris_engine/logic/adapters/discord/discord_message_handler.py,DiscordMessageHandler,__init__,15,self|client,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_message_handler.py,DiscordMessageHandler,set_client,23,self|client,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_message_handler.py,DiscordMessageHandler,send_message_to_channel,31,self|channel_id|content,True,
ciris_engine,ciris_engine/logic/adapters/discord/discord_message_handler.py,DiscordMessageHandler,fetch_messages_from_channel,67,self|channel_id|limit,True,
ciris_engine,ciris_engine/logic/adapters/discord/discord_message_handler.py,DiscordMessageHandler,convert_to_discord_message,102,self|message,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_message_handler.py,DiscordMessageHandler,_split_message,122,self|content|max_length,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_message_handler.py,DiscordMessageHandler,_resolve_channel,159,self|channel_id,True,
ciris_engine,ciris_engine/logic/adapters/discord/discord_access_control.py,ChannelPermissions,get_access_level,29,self|roles,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_access_control.py,DiscordAccessControl,__init__,64,self|client,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_access_control.py,DiscordAccessControl,set_client,75,self|client,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_access_control.py,DiscordAccessControl,configure_channel,83,self|channel_id|read_roles|write_roles|execute_roles|admin_roles,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_access_control.py,DiscordAccessControl,set_global_role_access,107,self|role|access_level,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_access_control.py,DiscordAccessControl,set_user_override,117,self|user_id|access_level,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_access_control.py,DiscordAccessControl,check_channel_access,127,self|user_id|channel_id|required_level,True,
ciris_engine,ciris_engine/logic/adapters/discord/discord_access_control.py,DiscordAccessControl,check_operation,159,self|user_id|channel_id|operation,True,
ciris_engine,ciris_engine/logic/adapters/discord/discord_access_control.py,DiscordAccessControl,filter_accessible_channels,186,self|user_id|channel_ids|required_level,True,
ciris_engine,ciris_engine/logic/adapters/discord/discord_access_control.py,DiscordAccessControl,get_user_permissions,207,self|user_id,True,
ciris_engine,ciris_engine/logic/adapters/discord/discord_access_control.py,DiscordAccessControl,_get_user_roles,238,self|user_id,True,
ciris_engine,ciris_engine/logic/adapters/discord/discord_access_control.py,DiscordAccessControl,_get_global_access_level,269,self|roles,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_access_control.py,DiscordAccessControl,enforce_channel_permissions,288,self|message,True,
ciris_engine,ciris_engine/logic/adapters/discord/discord_access_control.py,DiscordAccessControl,get_access_info,308,self,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_channel_manager.py,DiscordChannelManager,__init__,14,self|token|client|on_message_callback,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_channel_manager.py,DiscordChannelManager,set_client,31,self|client,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_channel_manager.py,DiscordChannelManager,set_message_callback,39,self|callback,False,
ciris_engine,ciris_engine/logic/adapters/discord/discord_channel_manager.py,DiscordChannelManager,resolve_channel,47,self|channel_id,True,
ciris_engine,ciris_engine/logic/adapters/discord/discord_channel_manager.py,DiscordChannelManager,validate_channel_access,81,self|channel_id,True,
ciris_engine,ciris_engine/logic/adapters/discord/discord_channel_manager.py,DiscordChannelManager,is_client_ready,100,self,True,
ciris_engine,ciris_engine/logic/adapters/discord/discord_channel_manager.py,DiscordChannelManager,wait_for_client_ready,114,self|timeout,True,
ciris_engine,ciris_engine/logic/adapters/discord/discord_channel_manager.py,DiscordChannelManager,on_message,135,self|message,True,
